gene,Score,p,qvalue
ARHGAP5,0.99982184,0.02503924060094176,0.7239805361551939
MYO1D,0.99982136,0.025113984602735617,0.7239805361551939
RBM15,0.9998204,0.025263472606323334,0.7239805361551939
DSG3,0.9998197,0.025338216608117192,0.7239805361551939
SEPT2,0.99981934,0.025338216608117192,0.7239805361551939
DSEL,0.99981886,0.025338216608117192,0.7239805361551939
CMTR2,0.9998186,0.025338216608117192,0.7239805361551939
ZNF384,0.999818,0.025338216608117192,0.7239805361551939
DMXL2,0.9998179,0.025338216608117192,0.7239805361551939
ABL1,0.9998178,0.02548770461170491,0.7239805361551939
TACC3,0.99981624,0.025562448613498767,0.7239805361551939
TRIM23,0.9998161,0.025562448613498767,0.7239805361551939
TBC1D20,0.99981576,0.025562448613498767,0.7239805361551939
DNAJC16,0.99981564,0.025562448613498767,0.7239805361551939
COQ3,0.99981505,0.025562448613498767,0.7239805361551939
DUOX2,0.99981505,0.025562448613498767,0.7239805361551939
KIF1A,0.99981445,0.025562448613498767,0.7239805361551939
AP1G1,0.99981433,0.025562448613498767,0.7239805361551939
EZH2,0.99981374,0.025562448613498767,0.7239805361551939
MEN1,0.9998115,0.0258614246206742,0.7308996286029023
TRIM41,0.99980766,0.026160400627849634,0.7342601069416587
SEL1L2,0.9998068,0.026235144629643492,0.7342601069416587
SZT2,0.9998068,0.026235144629643492,0.7342601069416587
SLC4A9,0.99980634,0.02630988863143735,0.7342601069416587
ACTB,0.9998061,0.02630988863143735,0.7342601069416587
CHGA,0.999806,0.02630988863143735,0.7342601069416587
ATP7B,0.9998049,0.026534120636818925,0.738975259735407
SPPL3,0.9998017,0.0267583526422005,0.7436708069042334
TSPEAR,0.9997979,0.02683309664399436,0.7442009044334369
ENGASE,0.99979764,0.026982584647582075,0.7467974980722095
SCN7A,0.99979407,0.02728156065475751,0.7493833619852024
ROCK1,0.9997938,0.02728156065475751,0.7493833619852024
FDXACB1,0.9997907,0.027431048658345225,0.7493833619852024
ADNP,0.9997906,0.027431048658345225,0.7493833619852024
TBC1D8B,0.9997882,0.02758053666193294,0.7493833619852024
OTOG,0.9997875,0.02758053666193294,0.7493833619852024
GNAS,0.9997869,0.02758053666193294,0.7493833619852024
CDKN2A,0.9997857,0.02758053666193294,0.7493833619852024
FBLN2,0.9997855,0.02758053666193294,0.7493833619852024
PNMA3,0.99978393,0.0276552806637268,0.749890044447667
RING1,0.99978215,0.02773002466552066,0.75039467556413
SOCS2,0.9997788,0.027954256670902233,0.7549343498517598
TTF2,0.99977165,0.0285522086852531,0.7679797297876527
RPF1,0.99977046,0.0285522086852531,0.7679797297876527
ENPP6,0.99976903,0.028776440690634564,0.7698256226913835
DGKI,0.9997665,0.028851184692428422,0.7698256226913835
RUNX1T1,0.9997662,0.028851184692428422,0.7698256226913835
ANKHD1,0.99976605,0.028851184692428422,0.7698256226913835
PEX5,0.9997634,0.02892592869422228,0.770282499570445
FUT3,0.9997608,0.02900067269601614,0.7707375598416377
PKHD1,0.99975973,0.029224904701397714,0.7751558056513584
PHEX,0.99975616,0.02937439270498543,0.7760412681427771
7-Mar,0.9997558,0.02937439270498543,0.7760412681427771
MDC1,0.999754,0.02944913670677929,0.7764813796769735
