gene,Score,p,qvalue
ALS2,0.96576715,0.16746411483253587,1.0
PPP1R15A,0.9655375,0.16746411483253587,1.0
CDHR1,0.96547204,0.16746411483253587,1.0
PAPPA2,0.96459264,0.16905901116427435,1.0
RLTPR,0.96439636,0.16945773524720886,1.0
SMPD1,0.9641862,0.16985645933014348,1.0
NOP2,0.96385753,0.17145135566188197,1.0
PTPRQ,0.9638147,0.17145135566188197,1.0
GLTSCR1,0.96378285,0.17145135566188197,1.0
SOS1,0.9636856,0.17145135566188197,1.0
EPHA5,0.96362585,0.1718500797448166,1.0
FKBP15,0.9634892,0.1722488038277512,1.0
KIAA1467,0.963396,0.1722488038277512,1.0
FBL,0.96330386,0.17264752791068583,1.0
TAS1R2,0.9629916,0.17304625199362045,1.0
ASXL1,0.9628281,0.17344497607655496,1.0
MFSD8,0.962733,0.17384370015948958,1.0
TRPM4,0.9624554,0.17464114832535882,1.0
SVEP1,0.9623837,0.17503987240829344,1.0
DRP2,0.9622401,0.17503987240829344,1.0
NCDN,0.9622156,0.17543859649122806,1.0
NDST2,0.96204865,0.17583732057416268,1.0
FGFR3,0.9620045,0.17583732057416268,1.0
SALL3,0.96188986,0.17583732057416268,1.0
USP24,0.96188635,0.17583732057416268,1.0
RC3H2,0.9618472,0.1762360446570973,1.0
SCFD1,0.9615124,0.17743221690590105,1.0
C3orf20,0.9615098,0.17743221690590105,1.0
PIPOX,0.96125776,0.17783094098883567,1.0
NLRP7,0.9607896,0.17942583732057416,1.0
RXRB,0.9603038,0.18062200956937802,1.0
SYNPO2L,0.9602659,0.18062200956937802,1.0
NAP1L1,0.96022236,0.18062200956937802,1.0
AUTS2,0.9601281,0.18102073365231264,1.0
ACOT12,0.9599841,0.1822169059011164,1.0
ZNF687,0.95955694,0.18341307814992025,1.0
SLC36A3,0.9595345,0.18341307814992025,1.0
GAS2L1,0.95925003,0.18381180223285487,1.0
GABRA1,0.9591853,0.1846092503987241,1.0
STK31,0.95907706,0.18500797448165862,1.0
KAT6A,0.95906675,0.18500797448165862,1.0
XRN1,0.9590355,0.18500797448165862,1.0
SPTLC1,0.9590204,0.18500797448165862,1.0
FRAS1,0.9589485,0.18540669856459324,1.0
AJUBA,0.95878947,0.18580542264752786,1.0
VARS,0.9585826,0.18620414673046248,1.0
NRP1,0.9582579,0.18700159489633172,1.0
CCDC120,0.95819455,0.18700159489633172,1.0
COL4A3BP,0.9580609,0.18819776714513559,1.0
GREB1,0.9575787,0.1905901116427432,1.0
MAGEC1,0.9575479,0.19098883572567782,1.0
KCNQ2,0.95724916,0.1925837320574163,1.0
PLEKHG3,0.95694023,0.19338118022328543,1.0
SLX4,0.95665497,0.19377990430622005,1.0
TTLL12,0.95652133,0.19417862838915467,1.0
HSPA1A,0.95644325,0.1945773524720893,1.0
RALGAPA1,0.9562361,0.19537480063795853,1.0
ATP9A,0.95619076,0.19537480063795853,1.0
MUC5B,0.9561475,0.19537480063795853,1.0
OBSCN,0.9559805,0.19537480063795853,1.0
GSTM5,0.95584005,0.19577352472089316,1.0
ANHX,0.9556274,0.19617224880382778,1.0
FBXL6,0.9554755,0.19617224880382778,1.0
KATNAL2,0.95525956,0.19617224880382778,1.0
DUSP16,0.95517784,0.19617224880382778,1.0
DCLRE1B,0.9550855,0.19617224880382778,1.0
RBM47,0.95478076,0.19617224880382778,1.0
IRF4,0.95475984,0.1965709728867624,1.0
NAA15,0.95456797,0.1969696969696969,1.0
CNTNAP2,0.95435154,0.19736842105263153,1.0
EBF2,0.95410615,0.19816586921850077,1.0
C2CD4A,0.9536191,0.1985645933014354,1.0
SZT2,0.95359993,0.1985645933014354,1.0
SERPINB3,0.9531794,0.19896331738437,1.0
PEAR1,0.95302665,0.19936204146730463,1.0
RYR3,0.9529564,0.19936204146730463,1.0
LGALS3BP,0.95291966,0.19976076555023925,1.0
USH2A,0.95288783,0.19976076555023925,1.0
PLCXD2,0.9527437,0.2005582137161085,1.0
PCDH10,0.9523622,0.20215311004784686,1.0
SLC9A2,0.95189697,0.2029505582137161,1.0
GIGYF2,0.9515335,0.20414673046251997,1.0
PTPN14,0.951354,0.2049441786283891,1.0
REP15,0.95122415,0.20574162679425834,1.0
SULT1C4,0.9511189,0.20574162679425834,1.0
NUDT1,0.9510762,0.20574162679425834,1.0
KERA,0.9508251,0.20574162679425834,1.0
ELFN2,0.9505436,0.20733652312599682,1.0
SYMPK,0.95048255,0.20733652312599682,1.0
ARHGAP25,0.95046014,0.20733652312599682,1.0
FAM65C,0.9504236,0.20773524720893144,1.0
ABCB6,0.9502085,0.20773524720893144,1.0
DNAH17,0.95004064,0.20813397129186606,1.0
COL12A1,0.94990873,0.2089314194577352,1.0
TAB1,0.9495689,0.20972886762360443,1.0
WDR62,0.9494734,0.20972886762360443,1.0
TRIM25,0.9494112,0.20972886762360443,1.0
KIAA0430,0.94940495,0.20972886762360443,1.0
PTPRE,0.9492367,0.20972886762360443,1.0
ADRA1D,0.94917464,0.20972886762360443,1.0
ITCH,0.9489542,0.21012759170653905,1.0
ACSM3,0.9488066,0.2109250398724083,1.0
PTPRS,0.9482883,0.21212121212121215,1.0
PRMT1,0.9479802,0.21212121212121215,1.0
SET,0.94793785,0.21212121212121215,1.0
CASC3,0.94777876,0.21251993620414666,1.0
CSMD1,0.94771606,0.21251993620414666,1.0
TOP3A,0.9476436,0.21251993620414666,1.0
TOX3,0.9475578,0.21251993620414666,1.0
DNAJC13,0.9475453,0.21251993620414666,1.0
TRIO,0.94744414,0.21251993620414666,1.0
KDM6A,0.94726634,0.21291866028708128,1.0
ZFYVE26,0.9470618,0.21371610845295053,1.0
ARAP2,0.94703853,0.21371610845295053,1.0
CD163,0.94685066,0.21411483253588515,1.0
FAM83G,0.9463993,0.21451355661881977,1.0
NEO1,0.9463933,0.21451355661881977,1.0
FHL2,0.94585764,0.21570972886762363,1.0
TMEM184B,0.9457688,0.21570972886762363,1.0
DENND4A,0.94560325,0.21570972886762363,1.0
RIMS1,0.9455477,0.21570972886762363,1.0
TBRG4,0.9454909,0.21610845295055825,1.0
CTBP2,0.9454794,0.21610845295055825,1.0
TRAK1,0.9452992,0.217304625199362,1.0
HIST1H4C,0.9452988,0.217304625199362,1.0
IL17RA,0.94511175,0.21810207336523124,1.0
MYPN,0.94458616,0.21889952153110048,1.0
EIF4A1,0.9442279,0.21969696969696972,1.0
LAMA4,0.9439932,0.22009569377990434,1.0
PTPRU,0.9438128,0.22049441786283885,1.0
FAT3,0.94379205,0.22049441786283885,1.0
IL18RAP,0.9434599,0.2212918660287081,1.0
TUBB4B,0.9432903,0.22169059011164272,1.0
TOP2A,0.9432009,0.22169059011164272,1.0
TOR2A,0.9431147,0.22169059011164272,1.0
MAPK4,0.9426237,0.22288676236044658,1.0
